epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,986.032,0.7128,0.53035,1.07694,0.9971,0.98454,0.9936,0.92871,0.38907,0.2423,0.87081,0.0002774,0.0002774,0.0002774
176,991.692,0.71142,0.53277,1.07382,0.99712,0.99078,0.99451,0.93093,0.38432,0.2418,0.86869,0.0002675,0.0002675,0.0002675
177,997.299,0.72072,0.54516,1.08221,0.99712,0.9908,0.99454,0.91002,0.42191,0.24966,0.87546,0.0002576,0.0002576,0.0002576
178,1002.9,0.73001,0.54724,1.08801,0.99423,0.98761,0.99387,0.91954,0.4075,0.2422,0.87934,0.0002477,0.0002477,0.0002477
179,1008.45,0.7082,0.53058,1.07682,0.9969,0.9914,0.99468,0.91866,0.42051,0.24435,0.87683,0.0002378,0.0002378,0.0002378
180,1014.06,0.70485,0.53184,1.07189,0.99712,0.99066,0.99463,0.92657,0.40169,0.2437,0.87359,0.0002279,0.0002279,0.0002279
181,1019.61,0.69313,0.50809,1.06984,0.99423,0.9879,0.99414,0.92839,0.38509,0.23896,0.87419,0.000218,0.000218,0.000218
182,1025.18,0.70088,0.52849,1.0721,0.99711,0.98842,0.99445,0.93174,0.38387,0.24076,0.8712,0.0002081,0.0002081,0.0002081
183,1030.8,0.71291,0.53054,1.07438,0.99587,0.98567,0.99388,0.93371,0.37746,0.24053,0.86587,0.0001982,0.0001982,0.0001982
184,1036.44,0.6858,0.5194,1.06162,0.99661,0.98567,0.99394,0.92971,0.38138,0.24147,0.86789,0.0001883,0.0001883,0.0001883
185,1041.96,0.71658,0.53566,1.0893,0.99653,0.98567,0.99381,0.93419,0.36589,0.23618,0.86487,0.0001784,0.0001784,0.0001784
186,1047.62,0.68773,0.51215,1.06822,0.99605,0.98567,0.99391,0.94084,0.36761,0.23442,0.86405,0.0001685,0.0001685,0.0001685
187,1053.26,0.69327,0.51864,1.06847,0.99708,0.98854,0.99439,0.93276,0.3845,0.24179,0.86753,0.0001586,0.0001586,0.0001586
188,1058.83,0.68891,0.52271,1.07297,0.99532,0.98567,0.99364,0.93602,0.36821,0.23668,0.86428,0.0001487,0.0001487,0.0001487
189,1064.39,0.68686,0.51327,1.06301,0.99639,0.98567,0.99394,0.93101,0.38074,0.23598,0.86212,0.0001388,0.0001388,0.0001388
190,1069.95,0.69193,0.52661,1.06932,0.99672,0.98567,0.99398,0.93299,0.36542,0.23249,0.86218,0.0001289,0.0001289,0.0001289
191,1076.08,0.4527,0.29227,0.93783,0.99636,0.98567,0.99329,0.92629,0.38293,0.24307,0.87013,0.000119,0.000119,0.000119
192,1081.63,0.40984,0.26122,0.90894,0.99699,0.9914,0.99414,0.93109,0.36966,0.24013,0.86466,0.0001091,0.0001091,0.0001091
193,1087.16,0.41655,0.26198,0.90941,0.99425,0.99135,0.99436,0.9313,0.3713,0.23979,0.86486,9.92e-05,9.92e-05,9.92e-05
194,1092.72,0.40213,0.25635,0.90679,0.99424,0.98891,0.99442,0.93553,0.36709,0.24227,0.86383,8.93e-05,8.93e-05,8.93e-05
195,1098.27,0.39826,0.25214,0.9029,0.99606,0.98854,0.99442,0.92715,0.38145,0.24458,0.86879,7.94e-05,7.94e-05,7.94e-05
196,1103.86,0.39327,0.24748,0.90252,0.99623,0.98854,0.99439,0.92403,0.38504,0.2449,0.86575,6.95e-05,6.95e-05,6.95e-05
197,1109.41,0.38055,0.24921,0.89709,0.99643,0.98854,0.99442,0.92607,0.37867,0.24111,0.86416,5.96e-05,5.96e-05,5.96e-05
198,1114.99,0.39022,0.24802,0.91231,0.99625,0.98854,0.99434,0.92607,0.38435,0.24116,0.86526,4.97e-05,4.97e-05,4.97e-05
199,1120.54,0.37998,0.24554,0.89927,0.99633,0.98854,0.99434,0.9275,0.37937,0.23966,0.8645,3.98e-05,3.98e-05,3.98e-05
200,1126.1,0.38251,0.24565,0.89811,0.99641,0.98854,0.99445,0.92696,0.37935,0.24101,0.8623,2.99e-05,2.99e-05,2.99e-05
