epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,637.624,0.44505,0.20054,0.00033,0.23203,0.88671,1,0.99991,0.995,0.90634,0.73325,0.73333,0.66696,0.26357,0.48093,3.15144,0.00037,0.32048,0.88418,0.0008516,0.0008516,0.0008516
118,643.017,0.43678,0.20602,0.00033,0.23021,0.88943,0.9996,1,0.995,0.91372,0.87627,0.87667,0.87252,0.40119,0.44629,2.51982,0.00038,0.2971,0.86847,0.0008417,0.0008417,0.0008417
119,648.446,0.42791,0.20389,0.00032,0.22508,0.87988,0.99981,1,0.995,0.91907,0.85638,0.85667,0.84022,0.38059,0.43336,2.57376,0.00027,0.30032,0.85962,0.0008318,0.0008318,0.0008318
120,653.824,0.42286,0.18468,0.00034,0.22538,0.88087,0.99957,1,0.995,0.9017,0.85958,0.86,0.85109,0.37598,0.49473,2.70268,0.00027,0.29729,0.87669,0.0008219,0.0008219,0.0008219
121,659.25,0.4329,0.21622,0.00029,0.22473,0.88826,0.99898,1,0.995,0.91708,0.82909,0.83,0.8104,0.36167,0.43727,2.75165,0.00034,0.30228,0.86243,0.000812,0.000812,0.000812
122,664.601,0.4172,0.19584,0.00031,0.22025,0.88452,1,0.99976,0.995,0.91168,0.84666,0.84661,0.83715,0.39688,0.46964,2.56434,0.00041,0.30571,0.87248,0.0008021,0.0008021,0.0008021
123,670.009,0.4369,0.20143,0.00031,0.2279,0.88866,0.99666,0.9936,0.99497,0.88825,0.85291,0.85047,0.85657,0.39755,0.54778,2.59218,0.00036,0.38081,0.92556,0.0007922,0.0007922,0.0007922
124,675.362,0.43185,0.19757,0.0003,0.22715,0.88449,1,0.9994,0.995,0.89495,0.86996,0.8697,0.87814,0.39149,0.50825,2.56531,0.00038,0.31641,0.8886,0.0007823,0.0007823,0.0007823
125,680.766,0.42894,0.18742,0.00029,0.22381,0.8849,0.99615,1,0.99487,0.91856,0.7404,0.74333,0.69523,0.29132,0.43982,3.16669,0.00026,0.33334,0.86385,0.0007724,0.0007724,0.0007724
126,686.134,0.41345,0.1765,0.00033,0.22243,0.86854,0.9997,1,0.995,0.92495,0.76634,0.76667,0.73415,0.31993,0.42883,3.00349,0.00032,0.30791,0.86357,0.0007625,0.0007625,0.0007625
127,691.58,0.43175,0.18792,0.00029,0.2256,0.88947,1,0.99994,0.995,0.9269,0.77659,0.77667,0.74729,0.30386,0.43934,3.05507,0.00025,0.28564,0.86232,0.0007526,0.0007526,0.0007526
128,697.013,0.42019,0.18202,0.0003,0.22066,0.88457,1,0.99296,0.995,0.90704,0.77845,0.77333,0.69791,0.33105,0.49095,2.80814,0.00025,0.32626,0.88291,0.0007427,0.0007427,0.0007427
129,702.377,0.41658,0.17209,0.00031,0.21977,0.88376,1,0.99659,0.995,0.92433,0.75919,0.75663,0.71304,0.3146,0.42721,2.93007,0.00032,0.30282,0.85813,0.0007328,0.0007328,0.0007328
130,707.787,0.40218,0.16196,0.00029,0.21345,0.87285,0.9998,1,0.995,0.90773,0.74301,0.74333,0.67543,0.3381,0.48336,2.7536,0.00028,0.31287,0.87378,0.0007229,0.0007229,0.0007229
131,713.253,0.40318,0.18229,0.00028,0.21269,0.87587,0.99964,1,0.995,0.92799,0.78304,0.78333,0.75453,0.3361,0.42246,2.79648,0.00031,0.30917,0.86431,0.000713,0.000713,0.000713
132,718.623,0.40719,0.16952,0.00029,0.21486,0.86704,1,0.99956,0.995,0.93147,0.85327,0.8529,0.85973,0.4042,0.4228,2.55378,0.00024,0.29103,0.85529,0.0007031,0.0007031,0.0007031
133,724.046,0.40406,0.16237,0.00028,0.21383,0.87001,0.99973,1,0.995,0.93354,0.79868,0.79667,0.79689,0.36311,0.40996,2.74395,0.00022,0.28534,0.85154,0.0006932,0.0006932,0.0006932
134,729.398,0.40636,0.16733,0.00029,0.21521,0.86401,0.99981,1,0.995,0.92124,0.8321,0.83,0.8282,0.3814,0.45281,2.59757,0.00023,0.29447,0.86399,0.0006833,0.0006833,0.0006833
135,734.788,0.40197,0.16204,0.00031,0.21506,0.86969,1,0.99978,0.995,0.92155,0.86268,0.86,0.86079,0.40607,0.43695,2.52873,0.00029,0.28445,0.86373,0.0006734,0.0006734,0.0006734
136,740.154,0.40694,0.15559,0.00028,0.21085,0.87772,0.99969,0.99667,0.995,0.91986,0.78927,0.78667,0.76992,0.35636,0.44322,2.80983,0.00022,0.2948,0.85759,0.0006635,0.0006635,0.0006635
137,745.638,0.39086,0.15724,0.00029,0.20821,0.86288,0.99668,0.99967,0.99497,0.91082,0.87299,0.87333,0.87105,0.40931,0.49006,2.51379,0.0002,0.31616,0.88235,0.0006536,0.0006536,0.0006536
138,751.001,0.39255,0.17685,0.00031,0.20873,0.86,1,0.99968,0.995,0.93426,0.72326,0.72308,0.67976,0.31932,0.4118,3.05624,0.00021,0.27492,0.84862,0.0006437,0.0006437,0.0006437
139,756.451,0.39188,0.1563,0.0003,0.20863,0.86431,0.99981,1,0.995,0.91782,0.78317,0.78333,0.75533,0.33239,0.45331,2.91373,0.00023,0.28138,0.86256,0.0006338,0.0006338,0.0006338
140,761.777,0.40695,0.14529,0.00027,0.2075,0.87039,0.99971,1,0.995,0.9205,0.75644,0.75667,0.75142,0.33613,0.43744,3.00197,0.00027,0.29142,0.8606,0.0006239,0.0006239,0.0006239
141,767.203,0.38049,0.15348,0.00025,0.20195,0.85304,0.99973,1,0.995,0.90456,0.80978,0.81,0.80084,0.38001,0.50802,2.70514,0.00023,0.29796,0.87317,0.000614,0.000614,0.000614
142,772.572,0.39225,0.15549,0.00026,0.20993,0.86634,0.99975,1,0.995,0.92447,0.76979,0.77,0.75686,0.31801,0.42217,3.03461,0.00022,0.28099,0.85357,0.0006041,0.0006041,0.0006041
143,778.026,0.3815,0.14064,0.00025,0.20518,0.85502,0.99973,1,0.995,0.91964,0.78975,0.79,0.7646,0.33035,0.43217,2.98355,0.0002,0.2828,0.859,0.0005942,0.0005942,0.0005942
144,783.488,0.38805,0.14739,0.00025,0.20463,0.85795,0.99985,1,0.995,0.9246,0.81651,0.81667,0.8053,0.35502,0.43022,2.88577,0.00019,0.28621,0.85109,0.0005843,0.0005843,0.0005843
145,788.968,0.37968,0.15793,0.00024,0.20463,0.85381,0.99972,1,0.995,0.9089,0.77975,0.78,0.76002,0.30714,0.47632,2.99478,0.00019,0.29058,0.86819,0.0005744,0.0005744,0.0005744
146,794.312,0.39062,0.14166,0.00031,0.20568,0.85766,1,0.99997,0.995,0.93284,0.80656,0.80667,0.79902,0.36929,0.41354,2.7371,0.00016,0.27827,0.84878,0.0005645,0.0005645,0.0005645
147,799.744,0.37459,0.14501,0.00025,0.20222,0.85642,0.99952,1,0.995,0.92034,0.85624,0.85667,0.86268,0.38193,0.44745,2.6833,0.00018,0.27943,0.86186,0.0005546,0.0005546,0.0005546
148,805.167,0.37843,0.14772,0.00027,0.20223,0.85931,0.99984,1,0.995,0.93309,0.86586,0.86333,0.87115,0.37276,0.40548,2.69313,0.00022,0.2694,0.84513,0.0005447,0.0005447,0.0005447
149,810.678,0.38213,0.14541,0.00025,0.19911,0.85798,0.99977,1,0.995,0.94038,0.81981,0.82,0.80701,0.35432,0.38882,2.76397,0.00021,0.26659,0.84151,0.0005348,0.0005348,0.0005348
150,816.111,0.37896,0.14,0.00023,0.20252,0.85714,0.99979,1,0.995,0.93312,0.85315,0.85333,0.8286,0.38765,0.41942,2.60055,0.00017,0.27098,0.85193,0.0005249,0.0005249,0.0005249
151,821.539,0.37038,0.13273,0.00022,0.19999,0.85375,0.9999,1,0.995,0.92945,0.8432,0.84333,0.84196,0.38906,0.40907,2.60419,0.00016,0.27419,0.85083,0.000515,0.000515,0.000515
152,826.896,0.36628,0.13513,0.00022,0.1976,0.85425,0.99995,1,0.995,0.93209,0.81989,0.82,0.82222,0.38114,0.41463,2.67427,0.00017,0.27271,0.85091,0.0005051,0.0005051,0.0005051
153,832.274,0.35966,0.13391,0.00024,0.19462,0.85013,0.99967,1,0.995,0.92919,0.88303,0.88333,0.88726,0.3952,0.42702,2.49562,0.00015,0.28902,0.85782,0.0004952,0.0004952,0.0004952
154,837.627,0.36516,0.14425,0.00023,0.19753,0.85809,0.99944,1,0.995,0.92541,0.83945,0.84,0.82423,0.37395,0.41288,2.66422,0.0002,0.29865,0.85295,0.0004853,0.0004853,0.0004853
155,843.021,0.3654,0.14046,0.00021,0.19655,0.85157,0.99968,1,0.995,0.93336,0.83295,0.83333,0.8264,0.3683,0.40502,2.6924,0.00019,0.30183,0.85046,0.0004754,0.0004754,0.0004754
156,848.444,0.34948,0.14178,0.00022,0.19098,0.83916,1,0.99977,0.995,0.92536,0.85331,0.85318,0.85084,0.38602,0.42645,2.61759,0.00015,0.29462,0.8548,0.0004655,0.0004655,0.0004655
157,853.867,0.35827,0.12896,0.00019,0.19203,0.84191,0.99993,1,0.995,0.92717,0.81651,0.81667,0.81547,0.37148,0.4191,2.68775,0.00017,0.28482,0.85218,0.0004556,0.0004556,0.0004556
158,859.227,0.37378,0.1251,0.00022,0.19997,0.8516,0.99947,1,0.995,0.92622,0.84621,0.84667,0.83552,0.36856,0.41429,2.62132,0.00017,0.28351,0.85265,0.0004457,0.0004457,0.0004457
159,864.664,0.35218,0.12756,0.00023,0.19091,0.83667,1,0.99941,0.995,0.91507,0.82991,0.82949,0.80217,0.36998,0.44371,2.68989,0.00015,0.30593,0.86408,0.0004358,0.0004358,0.0004358
160,869.993,0.35098,0.12131,0.00021,0.18928,0.83925,0.99975,1,0.995,0.92962,0.81975,0.82,0.77179,0.34829,0.42006,2.74278,0.00014,0.28838,0.85019,0.0004259,0.0004259,0.0004259
161,875.454,0.35564,0.12008,0.00021,0.19283,0.84495,0.99981,1,0.995,0.93881,0.80177,0.8,0.77518,0.35641,0.38384,2.75243,0.00013,0.28054,0.83896,0.000416,0.000416,0.000416
162,880.886,0.35487,0.11559,0.00022,0.19054,0.84041,0.99973,1,0.995,0.92597,0.81311,0.81333,0.7773,0.35509,0.42122,2.74216,0.00014,0.28009,0.8494,0.0004061,0.0004061,0.0004061
163,886.353,0.35227,0.11974,0.00021,0.19044,0.84826,0.9993,1,0.995,0.92886,0.82932,0.82604,0.79633,0.36128,0.41867,2.70593,0.00015,0.31177,0.8462,0.0003962,0.0003962,0.0003962
164,891.756,0.35244,0.12146,0.00022,0.18892,0.84466,0.99976,1,0.995,0.91923,0.85304,0.85333,0.83709,0.37978,0.44673,2.62761,0.00017,0.29881,0.86039,0.0003863,0.0003863,0.0003863
165,897.179,0.34073,0.11593,0.00019,0.18398,0.84102,0.99966,1,0.995,0.94375,0.86656,0.86667,0.8618,0.39185,0.37447,2.55458,0.00015,0.26971,0.83696,0.0003764,0.0003764,0.0003764
166,902.525,0.34525,0.11847,0.00022,0.18614,0.84111,0.99995,1,0.995,0.92405,0.84649,0.84667,0.83774,0.36112,0.44171,2.72332,0.00017,0.30075,0.86069,0.0003665,0.0003665,0.0003665
167,907.923,0.34431,0.11058,0.00021,0.18765,0.83647,0.99961,1,0.995,0.92495,0.81635,0.81667,0.79774,0.34442,0.42473,2.83342,0.00019,0.2801,0.85346,0.0003566,0.0003566,0.0003566
168,913.328,0.33301,0.11389,0.00021,0.18407,0.83431,0.99969,1,0.995,0.92533,0.85973,0.86,0.87525,0.38266,0.44088,2.67941,0.00016,0.28675,0.86105,0.0003467,0.0003467,0.0003467
169,918.878,0.33633,0.11039,0.00021,0.18361,0.83807,0.99969,1,0.995,0.91722,0.85639,0.85667,0.85588,0.38086,0.44852,2.59183,0.00016,0.28634,0.86295,0.0003368,0.0003368,0.0003368
170,924.282,0.32819,0.11274,0.00021,0.18104,0.83306,0.99975,1,0.995,0.93236,0.79976,0.8,0.76363,0.35408,0.41282,2.68506,0.00017,0.27866,0.84776,0.0003269,0.0003269,0.0003269
171,929.798,0.3327,0.11628,0.00021,0.18165,0.83335,0.99991,1,0.995,0.93219,0.84985,0.85,0.8499,0.36864,0.41123,2.60045,0.00016,0.2862,0.84819,0.000317,0.000317,0.000317
172,935.21,0.33683,0.10972,0.00019,0.18456,0.83553,0.99924,1,0.995,0.92691,0.83598,0.83667,0.81226,0.34871,0.41242,2.70645,0.00016,0.29618,0.84521,0.0003071,0.0003071,0.0003071
173,940.633,0.33119,0.10811,0.00019,0.1799,0.82608,0.99995,1,0.995,0.92642,0.82987,0.83,0.82097,0.36835,0.42389,2.63341,0.00018,0.27617,0.84836,0.0002972,0.0002972,0.0002972
174,946.023,0.33939,0.10387,0.0002,0.18432,0.8365,0.99974,1,0.995,0.91634,0.80638,0.80667,0.78292,0.34798,0.45679,2.66295,0.00016,0.27913,0.86258,0.0002873,0.0002873,0.0002873
175,951.506,0.3343,0.09831,0.0002,0.18229,0.83472,0.99937,1,0.995,0.90861,0.83939,0.84,0.84377,0.37605,0.47706,2.62649,0.00018,0.29109,0.86767,0.0002774,0.0002774,0.0002774
176,956.889,0.32836,0.09744,0.00019,0.17883,0.82952,1,0.99837,0.995,0.92993,0.83656,0.83599,0.83284,0.3686,0.41883,2.59459,0.00015,0.27632,0.84619,0.0002675,0.0002675,0.0002675
177,962.314,0.32342,0.10067,0.0002,0.17743,0.83203,0.99916,1,0.995,0.92311,0.83238,0.83333,0.82147,0.37225,0.42788,2.61775,0.00014,0.28085,0.84845,0.0002576,0.0002576,0.0002576
178,967.714,0.32105,0.10287,0.0002,0.17565,0.8291,0.99976,1,0.995,0.92146,0.80615,0.80667,0.7903,0.354,0.43848,2.72565,0.00015,0.29895,0.85107,0.0002477,0.0002477,0.0002477
179,973.155,0.32048,0.09237,0.00019,0.17801,0.82929,1,0.99987,0.995,0.90889,0.81327,0.81333,0.79277,0.37238,0.47801,2.612,0.00013,0.29737,0.8697,0.0002378,0.0002378,0.0002378
180,978.548,0.31255,0.09461,0.00019,0.17346,0.82359,0.99986,1,0.995,0.91271,0.79307,0.79333,0.76199,0.33937,0.45068,2.71685,0.00014,0.28956,0.86188,0.0002279,0.0002279,0.0002279
181,984.052,0.3116,0.09422,0.00019,0.17394,0.82738,1,0.99955,0.995,0.91814,0.77993,0.77967,0.74082,0.35055,0.44672,2.6735,0.00016,0.29285,0.85567,0.000218,0.000218,0.000218
182,989.419,0.31641,0.10072,0.00019,0.17355,0.83117,1,0.99848,0.995,0.927,0.79983,0.79914,0.7549,0.35232,0.41013,2.63412,0.00016,0.28362,0.84346,0.0002081,0.0002081,0.0002081
183,994.921,0.31329,0.10578,0.00019,0.172,0.82157,1,0.99918,0.995,0.92508,0.79654,0.79603,0.75065,0.34331,0.42475,2.68763,0.00015,0.28518,0.84549,0.0001982,0.0001982,0.0001982
184,1000.3,0.31784,0.09474,0.00026,0.17529,0.83974,1,0.99955,0.995,0.9197,0.78329,0.78313,0.71843,0.33708,0.43623,2.72261,0.00014,0.28638,0.85251,0.0001883,0.0001883,0.0001883
185,1005.75,0.31232,0.0936,0.00017,0.17107,0.82374,1,0.99625,0.995,0.91858,0.77583,0.77294,0.73396,0.33602,0.44098,2.75438,0.00014,0.28266,0.85345,0.0001784,0.0001784,0.0001784
186,1011.12,0.3092,0.08898,0.00018,0.17072,0.81712,1,0.99607,0.995,0.92421,0.79253,0.78948,0.74691,0.33871,0.42103,2.716,0.00014,0.28082,0.84568,0.0001685,0.0001685,0.0001685
187,1016.64,0.29829,0.09727,0.00018,0.16925,0.81565,0.99982,0.99667,0.995,0.92913,0.76215,0.76,0.71789,0.33269,0.41355,2.77358,0.00014,0.2807,0.84185,0.0001586,0.0001586,0.0001586
188,1022,0.30407,0.09434,0.00025,0.16907,0.81394,1,0.99957,0.995,0.92804,0.76992,0.76966,0.73549,0.3381,0.41246,2.74549,0.00013,0.27174,0.84166,0.0001487,0.0001487,0.0001487
189,1027.39,0.30842,0.09379,0.00019,0.16937,0.8279,1,0.99612,0.995,0.9258,0.79924,0.79621,0.77757,0.34006,0.41767,2.75463,0.00013,0.26991,0.84722,0.0001388,0.0001388,0.0001388
190,1032.81,0.29788,0.08849,0.00018,0.16757,0.82301,1,0.99667,0.995,0.9307,0.76698,0.77,0.73336,0.33428,0.41535,2.7807,0.00012,0.26989,0.8447,0.0001289,0.0001289,0.0001289
191,1038.84,0.29485,0.08964,0.00019,0.16438,0.8141,1,0.99972,0.995,0.92953,0.78664,0.78654,0.75859,0.33834,0.41181,2.74551,0.00013,0.26652,0.84283,0.000119,0.000119,0.000119
192,1044.18,0.29798,0.08893,0.00019,0.1648,0.81425,1,0.99978,0.995,0.924,0.76994,0.77,0.72173,0.32686,0.42263,2.77768,0.00013,0.27038,0.84775,0.0001091,0.0001091,0.0001091
193,1049.53,0.29426,0.09014,0.00019,0.1672,0.81955,1,0.99922,0.995,0.92519,0.80319,0.80263,0.76102,0.34738,0.41642,2.70223,0.00013,0.27301,0.84597,9.92e-05,9.92e-05,9.92e-05
194,1054.92,0.29672,0.08283,0.00018,0.16666,0.81664,1,0.99963,0.995,0.92443,0.81995,0.8197,0.78579,0.35844,0.42231,2.65159,0.00012,0.27439,0.84774,8.93e-05,8.93e-05,8.93e-05
195,1060.34,0.30505,0.08462,0.00017,0.16818,0.8216,1,0.99976,0.995,0.92399,0.80331,0.80321,0.78317,0.35818,0.42328,2.66125,0.00012,0.26973,0.84717,7.94e-05,7.94e-05,7.94e-05
196,1065.73,0.28983,0.08317,0.00018,0.16288,0.81256,1,0.99998,0.995,0.92867,0.79321,0.79333,0.75309,0.34342,0.41039,2.68637,0.00012,0.26936,0.84136,6.95e-05,6.95e-05,6.95e-05
197,1071.21,0.28881,0.08304,0.00017,0.16348,0.82052,0.99998,1,0.995,0.92988,0.83322,0.83333,0.81425,0.35559,0.40958,2.64838,0.00012,0.27082,0.84207,5.96e-05,5.96e-05,5.96e-05
198,1076.63,0.288,0.07949,0.00017,0.16201,0.81129,0.99991,1,0.995,0.92935,0.83984,0.84,0.82554,0.35429,0.40344,2.67233,0.00012,0.26879,0.83895,4.97e-05,4.97e-05,4.97e-05
199,1082.04,0.27821,0.08476,0.00017,0.15981,0.81712,0.99995,1,0.995,0.92829,0.81986,0.82,0.80388,0.34981,0.41389,2.68854,0.00012,0.27296,0.84263,3.98e-05,3.98e-05,3.98e-05
200,1087.46,0.28383,0.08033,0.00017,0.15963,0.81431,0.99987,1,0.995,0.92962,0.80314,0.80333,0.77842,0.34655,0.40362,2.70196,0.00012,0.27105,0.84103,2.99e-05,2.99e-05,2.99e-05
