epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,2435.61,0.74326,0.51135,0.987,0.99109,0.925,0.95334,0.8473,0.51218,0.30352,0.87635,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,2453.86,0.73864,0.50177,0.98414,0.99246,0.92142,0.95735,0.83738,0.54512,0.31408,0.88131,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,2472.17,0.74066,0.50579,0.98644,0.98815,0.929,0.95815,0.8416,0.54087,0.30997,0.87811,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,2490.47,0.73006,0.4977,0.98205,0.98981,0.927,0.96025,0.84233,0.55256,0.31714,0.88345,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,2508.73,0.73683,0.4988,0.98761,0.9907,0.929,0.96301,0.85166,0.52358,0.30454,0.87697,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,2526.93,0.73586,0.5038,0.98331,0.99011,0.928,0.96452,0.84947,0.52676,0.30776,0.87887,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,2545.22,0.73293,0.49907,0.98479,0.99037,0.92605,0.96239,0.85501,0.51198,0.30033,0.87548,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,2563.65,0.73999,0.51061,0.99459,0.9916,0.926,0.96381,0.8557,0.51044,0.30234,0.87348,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,2582.04,0.72999,0.50689,0.98445,0.99293,0.926,0.96364,0.86218,0.4926,0.29938,0.87348,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,2600.42,0.72989,0.49347,0.98104,0.99367,0.925,0.96546,0.85586,0.50504,0.29777,0.87324,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,2618.73,0.72477,0.50717,0.98461,0.99224,0.925,0.96396,0.85458,0.51049,0.29926,0.87414,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,2637.06,0.73172,0.50073,0.98512,0.99381,0.927,0.96105,0.85347,0.5135,0.29875,0.87419,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,2657.44,0.71594,0.48496,0.9756,0.99464,0.92847,0.9611,0.85564,0.49824,0.29368,0.86717,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,2676.21,0.71643,0.48846,0.98009,0.99358,0.92789,0.959,0.85381,0.50154,0.29353,0.86739,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,2696.83,0.71064,0.49979,0.98124,0.99232,0.926,0.96277,0.85686,0.5045,0.29612,0.86797,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,2717.6,0.71687,0.49218,0.9821,0.99232,0.926,0.96154,0.85776,0.49776,0.29271,0.86631,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,2738.38,0.70949,0.47983,0.97489,0.99474,0.927,0.95772,0.85409,0.50093,0.29283,0.86757,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,2758.97,0.70434,0.48909,0.9775,0.99761,0.924,0.95845,0.85693,0.49656,0.28838,0.86543,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,2779.71,0.70432,0.48916,0.97166,0.99676,0.92214,0.95893,0.85537,0.49731,0.28935,0.8676,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,2798.47,0.70346,0.47986,0.97134,0.99676,0.92349,0.95909,0.85562,0.50406,0.2908,0.86929,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,2816.7,0.69098,0.48017,0.97152,0.9959,0.924,0.96044,0.85751,0.50149,0.28933,0.86986,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,2834.92,0.70696,0.48996,0.97319,0.99622,0.925,0.96176,0.85719,0.49932,0.28853,0.86952,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,2853.26,0.7021,0.49013,0.97383,0.9957,0.92582,0.9619,0.85647,0.49986,0.2884,0.87009,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,2871.43,0.70209,0.48394,0.96996,0.99463,0.92653,0.96006,0.85879,0.49585,0.28819,0.87083,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,2889.71,0.70103,0.48937,0.97781,0.99145,0.92785,0.95996,0.85953,0.48618,0.28857,0.86856,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,2907.98,0.69495,0.47677,0.97214,0.99219,0.927,0.96019,0.86351,0.47708,0.28582,0.86654,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,2926.27,0.68786,0.46503,0.96455,0.99248,0.92444,0.9607,0.86558,0.47802,0.28528,0.86639,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,2944.57,0.69331,0.46798,0.96638,0.99703,0.923,0.96027,0.86749,0.47718,0.28762,0.86685,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,2962.9,0.69402,0.48228,0.97568,0.99547,0.923,0.95789,0.86656,0.47566,0.28655,0.86594,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,2981.11,0.68766,0.47581,0.96812,0.99466,0.922,0.95877,0.86621,0.47088,0.28548,0.86387,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,2999.39,0.68785,0.47345,0.97225,0.99568,0.92132,0.95861,0.86472,0.47186,0.28575,0.86282,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,3017.63,0.66949,0.46157,0.96071,0.99272,0.924,0.95826,0.86787,0.47193,0.28346,0.86413,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,3036.07,0.68616,0.46521,0.97067,0.99403,0.924,0.95771,0.86674,0.4723,0.28361,0.86599,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,3054.3,0.67988,0.46315,0.96347,0.99145,0.92743,0.95781,0.86304,0.47868,0.28445,0.8674,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,3072.58,0.68928,0.47163,0.9728,0.99412,0.925,0.9583,0.86568,0.47835,0.28362,0.86733,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,3090.86,0.678,0.46642,0.96332,0.99444,0.927,0.95689,0.86604,0.47934,0.28348,0.86833,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,3109.11,0.68029,0.46641,0.9669,0.99412,0.924,0.95673,0.8633,0.47906,0.28357,0.86929,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,3127.34,0.67382,0.47014,0.96213,0.9925,0.92671,0.95682,0.86474,0.47505,0.28207,0.86895,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,3145.73,0.68613,0.47414,0.97001,0.99317,0.927,0.95571,0.86684,0.47356,0.28134,0.86925,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,3163.95,0.67611,0.47822,0.96331,0.99493,0.927,0.95569,0.86849,0.46812,0.28054,0.86833,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,3182.3,0.68123,0.47117,0.96569,0.99342,0.928,0.95628,0.86786,0.46643,0.27903,0.86716,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,3200.61,0.67355,0.46823,0.96572,0.99544,0.927,0.95605,0.86653,0.47023,0.27785,0.86697,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,3218.9,0.67076,0.46505,0.9669,0.99518,0.927,0.95724,0.86691,0.46634,0.27824,0.86553,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,3237.09,0.66347,0.45916,0.96218,0.99608,0.927,0.95857,0.86697,0.46867,0.27945,0.86534,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,3255.43,0.6626,0.46027,0.96537,0.99784,0.92467,0.95861,0.866,0.46436,0.27778,0.86403,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,3273.66,0.66964,0.4656,0.96586,0.99734,0.926,0.95796,0.86713,0.4655,0.27744,0.86409,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,3291.87,0.66484,0.46228,0.95887,0.99593,0.926,0.95835,0.86818,0.46503,0.27721,0.8645,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,3310.09,0.65976,0.45812,0.96342,0.99771,0.926,0.95951,0.87114,0.46075,0.27555,0.86394,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,3328.48,0.64726,0.44637,0.95415,0.99677,0.92563,0.95999,0.87228,0.45602,0.27565,0.86366,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,3346.74,0.65677,0.46283,0.95938,0.99677,0.92532,0.95888,0.87296,0.4561,0.27629,0.86433,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,3365.11,0.66052,0.45347,0.95872,0.9957,0.92539,0.959,0.87358,0.454,0.27636,0.86399,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,3383.49,0.66306,0.45845,0.96066,0.99585,0.925,0.95886,0.87321,0.45382,0.27704,0.86425,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,3401.76,0.65922,0.45423,0.95857,0.99631,0.925,0.95915,0.87344,0.4525,0.27667,0.86382,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,3419.98,0.66745,0.46461,0.96398,0.99601,0.925,0.9587,0.8738,0.45151,0.27629,0.86307,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,3438.42,0.65329,0.44976,0.96055,0.99537,0.925,0.95788,0.87306,0.45124,0.27578,0.86375,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,3456.64,0.64483,0.4475,0.95308,0.99463,0.925,0.95788,0.87394,0.44997,0.27462,0.86413,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,3475,0.65684,0.45951,0.96446,0.99664,0.925,0.95802,0.87257,0.45159,0.27578,0.86481,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,3493.29,0.64215,0.44504,0.95459,0.9957,0.92525,0.95774,0.87206,0.45261,0.27495,0.86535,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,3511.55,0.63648,0.44435,0.95303,0.9957,0.92531,0.95845,0.87184,0.45289,0.27375,0.86504,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,3530.06,0.47992,0.31679,0.87702,0.99575,0.925,0.9577,0.87147,0.45417,0.27426,0.86578,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,3548.18,0.46854,0.29232,0.87607,0.9957,0.92572,0.95645,0.8705,0.45525,0.27267,0.86616,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,3566.13,0.46251,0.28826,0.86964,0.99542,0.926,0.95616,0.87169,0.45545,0.27198,0.86619,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,3584.2,0.45455,0.28333,0.86281,0.9953,0.928,0.95582,0.86997,0.45785,0.27192,0.86704,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,3602.24,0.45859,0.28204,0.8654,0.99509,0.928,0.95547,0.86791,0.46048,0.27275,0.86768,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,3620.28,0.44861,0.28222,0.86629,0.99632,0.927,0.95344,0.86859,0.46098,0.27313,0.86792,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,3638.29,0.43833,0.27818,0.86258,0.99595,0.926,0.95325,0.86867,0.46075,0.27399,0.86774,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,3656.4,0.4395,0.27513,0.85917,0.99526,0.928,0.9539,0.86795,0.46122,0.27498,0.86789,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,3674.39,0.44109,0.2737,0.86117,0.99784,0.92568,0.95266,0.86908,0.46139,0.27672,0.868,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,3692.43,0.43413,0.27183,0.85991,0.99701,0.925,0.95246,0.86845,0.46147,0.27661,0.86781,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
