epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,287.316,0.34432,1.04826,0.19966,0.26813,0.87634,0.99969,1,0.995,0.99094,0.98303,0.98333,0.97288,0.85545,0.19168,0.51366,0.0299,0.16701,0.77598,0.0009902,0.0009902,0.0009902
53,292.803,0.33529,1.12158,0.20912,0.26293,0.87649,0.99933,1,0.995,0.98368,0.97601,0.97667,0.96216,0.8296,0.22492,0.60247,0.02533,0.18585,0.7805,0.0009704,0.0009704,0.0009704
54,298.217,0.35375,1.03227,0.19393,0.27572,0.8812,0.99935,1,0.995,0.98877,0.9827,0.98333,0.97561,0.86987,0.20949,0.51472,0.01973,0.18751,0.78134,0.0009506,0.0009506,0.0009506
55,303.819,0.32625,1.01701,0.19409,0.25841,0.87742,0.99959,1,0.995,0.98936,0.97627,0.97667,0.96443,0.86884,0.19471,0.54566,0.02627,0.1709,0.78018,0.0009308,0.0009308,0.0009308
56,309.262,0.33256,1.01905,0.19605,0.26501,0.87973,0.9995,1,0.995,0.99107,0.97951,0.98,0.97138,0.88419,0.19377,0.52088,0.02313,0.16245,0.77347,0.000911,0.000911,0.000911
57,314.833,0.32893,1.01379,0.19367,0.26023,0.87605,0.99972,1,0.995,0.99119,0.98306,0.98333,0.98347,0.90821,0.18811,0.46786,0.02393,0.1674,0.77464,0.0008912,0.0008912,0.0008912
58,320.388,0.32181,0.96165,0.20178,0.26048,0.87869,0.99976,1,0.995,0.99208,0.97643,0.97667,0.97044,0.89099,0.18857,0.50544,0.02737,0.16615,0.77208,0.0008714,0.0008714,0.0008714
59,325.805,0.32361,0.96352,0.19703,0.26294,0.87375,0.999,1,0.995,0.98624,0.97236,0.97333,0.96583,0.88349,0.21153,0.48309,0.02423,0.18161,0.77589,0.0008516,0.0008516,0.0008516
60,331.222,0.32925,0.96988,0.19547,0.25726,0.87243,0.9998,1,0.995,0.98897,0.98313,0.98333,0.97271,0.89353,0.18609,0.43624,0.02139,0.1606,0.77415,0.0008318,0.0008318,0.0008318
61,336.7,0.31775,0.92258,0.19138,0.24892,0.868,0.99972,1,0.995,0.9915,0.96972,0.97,0.94695,0.84418,0.18784,0.59296,0.01693,0.16304,0.77255,0.000812,0.000812,0.000812
62,342.111,0.32244,0.90631,0.18748,0.25586,0.869,0.99978,1,0.995,0.99188,0.98979,0.99,0.988,0.91548,0.18517,0.39675,0.02206,0.16376,0.77395,0.0007922,0.0007922,0.0007922
63,347.561,0.3093,0.85556,0.19698,0.24543,0.86997,0.99976,1,0.995,0.99365,0.97976,0.98,0.96813,0.89425,0.17308,0.42094,0.02318,0.15114,0.77073,0.0007724,0.0007724,0.0007724
64,353.043,0.31916,0.83209,0.18919,0.25338,0.87422,0.99977,1,0.995,0.99273,0.98311,0.98333,0.974,0.90206,0.17357,0.39736,0.02275,0.15536,0.77069,0.0007526,0.0007526,0.0007526
65,358.515,0.31494,0.81847,0.18504,0.24808,0.86992,0.99968,1,0.995,0.99133,0.97967,0.98,0.96263,0.88122,0.17795,0.44287,0.01939,0.16498,0.77027,0.0007328,0.0007328,0.0007328
66,363.931,0.30863,0.87006,0.19191,0.24693,0.86826,0.9994,1,0.995,0.9912,0.97274,0.97333,0.96121,0.88797,0.1733,0.43933,0.02009,0.15351,0.76967,0.000713,0.000713,0.000713
67,369.409,0.30655,0.81923,0.193,0.2418,0.86482,0.99973,1,0.995,0.99339,0.97973,0.98,0.9723,0.90708,0.17795,0.40599,0.01931,0.15389,0.77103,0.0006932,0.0006932,0.0006932
68,374.848,0.31025,0.81139,0.19478,0.24512,0.87109,0.99976,1,0.995,0.99228,0.97643,0.97667,0.96926,0.90422,0.18356,0.40799,0.02406,0.15505,0.77045,0.0006734,0.0006734,0.0006734
69,380.225,0.30734,0.81141,0.19108,0.24019,0.87001,0.99976,1,0.995,0.99253,0.98643,0.98667,0.98561,0.91579,0.17871,0.37089,0.02462,0.15406,0.77025,0.0006536,0.0006536,0.0006536
70,385.721,0.30243,0.85226,0.19901,0.23848,0.86989,0.99979,1,0.995,0.9934,0.97313,0.97333,0.95988,0.87931,0.16987,0.4666,0.01735,0.14804,0.77191,0.0006338,0.0006338,0.0006338
71,391.163,0.29848,0.76388,0.18725,0.23503,0.86473,0.99974,1,0.995,0.99339,0.98974,0.99,0.98515,0.90039,0.17012,0.40153,0.02065,0.15484,0.76732,0.000614,0.000614,0.000614
72,396.74,0.29292,0.77223,0.19476,0.23747,0.86477,0.99978,1,0.995,0.99428,0.96645,0.96667,0.95837,0.89104,0.16372,0.45178,0.02194,0.14991,0.76555,0.0005942,0.0005942,0.0005942
73,402.15,0.28585,0.77719,0.1898,0.2293,0.85702,0.99981,1,0.995,0.99377,0.98314,0.98333,0.97867,0.90843,0.16078,0.41428,0.02299,0.14091,0.76565,0.0005744,0.0005744,0.0005744
74,407.591,0.28807,0.79613,0.19286,0.22983,0.86198,0.9998,1,0.995,0.99306,0.98313,0.98333,0.97641,0.90849,0.174,0.39626,0.0178,0.14623,0.76424,0.0005546,0.0005546,0.0005546
75,413.017,0.3047,0.80247,0.19514,0.2375,0.87205,0.99979,1,0.995,0.99359,0.97313,0.97333,0.96785,0.92485,0.16838,0.38555,0.01954,0.14579,0.76645,0.0005348,0.0005348,0.0005348
76,418.471,0.28859,0.75311,0.1957,0.229,0.87491,0.99976,1,0.995,0.99434,0.9831,0.98333,0.98546,0.92832,0.15536,0.34436,0.02363,0.14114,0.76451,0.000515,0.000515,0.000515
77,423.974,0.29129,0.75919,0.18775,0.23452,0.86722,0.99979,1,0.995,0.99314,0.97313,0.97333,0.96535,0.91727,0.16025,0.38801,0.01949,0.14066,0.76719,0.0004952,0.0004952,0.0004952
78,429.47,0.28067,0.72774,0.18827,0.22611,0.85936,0.9998,1,0.995,0.99246,0.98313,0.98333,0.97711,0.92421,0.1616,0.35058,0.01947,0.14052,0.76609,0.0004754,0.0004754,0.0004754
79,434.871,0.29126,0.6936,0.18398,0.22956,0.86756,0.99969,1,0.995,0.99305,0.97969,0.98,0.9781,0.93243,0.15138,0.35553,0.0166,0.13436,0.76484,0.0004556,0.0004556,0.0004556
80,440.393,0.27752,0.67568,0.18723,0.22249,0.85831,0.99976,1,0.995,0.99354,0.9831,0.98333,0.97928,0.92698,0.15089,0.31888,0.01798,0.14072,0.76185,0.0004358,0.0004358,0.0004358
81,445.856,0.26978,0.67606,0.19154,0.2224,0.85918,0.99982,1,0.995,0.99389,0.98316,0.98333,0.98409,0.92938,0.1598,0.3276,0.01935,0.13806,0.76393,0.000416,0.000416,0.000416
82,451.33,0.27304,0.67252,0.18337,0.22053,0.86185,0.99979,1,0.995,0.99412,0.98646,0.98667,0.98308,0.93892,0.14223,0.28129,0.01819,0.13383,0.76543,0.0003962,0.0003962,0.0003962
83,456.944,0.27141,0.65561,0.19019,0.21592,0.86177,0.99974,1,0.995,0.99389,0.98308,0.98333,0.98274,0.93936,0.14779,0.31248,0.0175,0.13322,0.76463,0.0003764,0.0003764,0.0003764
84,462.628,0.27122,0.64822,0.18722,0.21414,0.85873,0.99972,1,0.995,0.99278,0.98305,0.98333,0.98063,0.93506,0.14405,0.29821,0.01969,0.12965,0.76157,0.0003566,0.0003566,0.0003566
85,468.126,0.26568,0.64817,0.17293,0.21209,0.84665,0.99977,1,0.995,0.99408,0.9731,0.97333,0.97029,0.93358,0.1415,0.32445,0.01649,0.12967,0.76006,0.0003368,0.0003368,0.0003368
86,473.501,0.26928,0.62442,0.18633,0.21111,0.86038,0.99979,1,0.995,0.99376,0.97979,0.98,0.9696,0.93313,0.15853,0.29615,0.01775,0.13449,0.76704,0.000317,0.000317,0.000317
87,478.987,0.25887,0.62071,0.19112,0.20907,0.85461,0.99977,1,0.995,0.99376,0.98311,0.98333,0.97728,0.93467,0.13806,0.31408,0.01552,0.12749,0.76068,0.0002972,0.0002972,0.0002972
88,484.428,0.25483,0.62695,0.18796,0.20659,0.85873,0.99975,1,0.995,0.99329,0.97642,0.97667,0.96773,0.93244,0.14155,0.29723,0.01709,0.12817,0.76024,0.0002774,0.0002774,0.0002774
89,489.887,0.25017,0.60213,0.18959,0.2091,0.85534,0.99976,1,0.995,0.9938,0.98642,0.98667,0.97969,0.93413,0.13569,0.29491,0.02014,0.12477,0.76095,0.0002576,0.0002576,0.0002576
90,495.338,0.25313,0.63609,0.18624,0.2072,0.85165,0.99979,1,0.995,0.99349,0.98312,0.98333,0.97795,0.94293,0.13728,0.27581,0.01817,0.1203,0.76286,0.0002378,0.0002378,0.0002378
91,501.61,0.16893,0.28224,0.01737,0.13992,0.77798,0.99971,1,0.995,0.99343,0.98638,0.98667,0.98267,0.94096,0.1509,0.29274,0.01407,0.12721,0.76312,0.000218,0.000218,0.000218
92,506.979,0.1633,0.26296,0.01204,0.1385,0.77928,0.99966,1,0.995,0.99297,0.97634,0.97667,0.9691,0.94224,0.14445,0.311,0.01126,0.12653,0.7629,0.0001982,0.0001982,0.0001982
93,512.349,0.15577,0.22115,0.01083,0.13415,0.76858,0.99978,1,0.995,0.99392,0.97978,0.98,0.97742,0.95738,0.14307,0.27186,0.01013,0.13071,0.76272,0.0001784,0.0001784,0.0001784
94,517.795,0.15225,0.19244,0.01057,0.13237,0.77627,0.99973,1,0.995,0.99324,0.98307,0.98333,0.98316,0.95718,0.13896,0.25482,0.01034,0.12831,0.76212,0.0001586,0.0001586,0.0001586
95,523.163,0.15757,0.21773,0.01004,0.13461,0.77823,0.99965,1,0.995,0.99332,0.97299,0.97333,0.97223,0.95768,0.14121,0.25541,0.0093,0.12503,0.76225,0.0001388,0.0001388,0.0001388
96,528.616,0.14972,0.19927,0.0087,0.13086,0.77763,0.99972,1,0.995,0.99363,0.97639,0.97667,0.96745,0.95322,0.13156,0.23963,0.00807,0.11821,0.76205,0.000119,0.000119,0.000119
97,534.053,0.14787,0.16626,0.00815,0.1296,0.77145,0.99961,1,0.995,0.99458,0.98628,0.98667,0.98738,0.97096,0.13097,0.22831,0.0077,0.11475,0.76138,9.92e-05,9.92e-05,9.92e-05
98,539.578,0.14281,0.17929,0.00787,0.12398,0.77564,0.99963,1,0.995,0.99442,0.97964,0.98,0.98004,0.9671,0.1268,0.2465,0.00789,0.11492,0.75927,7.94e-05,7.94e-05,7.94e-05
99,545.016,0.14156,0.17741,0.00767,0.12258,0.7798,0.99969,1,0.995,0.9946,0.97636,0.97667,0.97843,0.96348,0.12296,0.24804,0.0075,0.1129,0.75812,5.96e-05,5.96e-05,5.96e-05
100,550.4,0.13862,0.14549,0.00724,0.11794,0.7653,0.99975,1,0.995,0.99401,0.97975,0.98,0.98021,0.96921,0.12468,0.23178,0.0073,0.11308,0.75841,3.98e-05,3.98e-05,3.98e-05
